Customer ID,Age,Gender,Annual Income (k$),Spending Score (1-100),Purchase Frequency,Payment Method,Browsing Time (min),Total Purchases,Satisfaction Level
109893,37,Male,129,51,16,Cash,8,43,Medium
109894,20,Male,95,56,6,Debit Card,113,18,Medium
109895,40,Female,34,73,9,Cash,82,30,Medium
109896,35,Female,20,26,13,Credit Card,21,14,Low
109897,43,Male,93,88,2,Debit Card,103,35,Medium
109898,53,Male,139,52,14,Cash,61,34,Medium
109899,25,Male,134,6,5,Credit Card,103,20,Low
109900,34,Female,40,59,11,UPI,53,15,Medium
109901,48,Female,36,12,15,Credit Card,113,7,Low
109902,54,Male,78,63,6,UPI,100,13,Medium
109903,50,Male,72,36,6,Cash,57,36,Low
109904,44,Male,51,9,16,Credit Card,14,40,Low
109905,21,Female,92,74,20,Debit Card,33,34,High
109906,39,Male,135,67,4,Credit Card,80,13,Medium
109907,43,Male,42,29,5,UPI,13,4,Low
109908,49,Male,63,71,6,Cash,94,13,Medium
109909,41,Male,81,90,13,Debit Card,25,48,Medium
109910,52,Female,117,8,14,Debit Card,5,44,Low
109911,54,Male,140,43,24,Cash,40,13,Medium
109912,49,Female,107,77,13,Cash,87,23,Medium
109913,24,Female,101,35,10,Credit Card,10,29,Low
109914,50,Male,101,83,17,Credit Card,115,33,High
109915,48,Female,69,22,24,Debit Card,22,23,Low
109916,29,Male,27,80,18,Credit Card,105,3,High
109917,28,Male,142,79,7,UPI,76,32,Medium
109918,41,Male,78,66,4,UPI,15,3,Medium
109919,25,Male,65,21,24,Credit Card,73,12,Low
109920,49,Male,90,94,22,Debit Card,25,4,High
109921,55,Female,36,71,21,Credit Card,108,33,High
109922,39,Female,74,95,16,Cash,111,32,High
109923,51,Male,144,41,10,Cash,89,17,Medium
109924,36,Female,70,41,21,Debit Card,88,9,Medium
109925,37,Male,111,49,20,Debit Card,110,5,Medium
109926,31,Female,17,99,19,Cash,13,21,High
109927,50,Female,69,4,3,Cash,6,3,Low
109928,27,Male,98,98,19,UPI,117,39,High
109929,33,Female,42,65,23,Credit Card,8,3,Medium
109930,21,Female,138,10,24,Debit Card,94,37,Low
109931,44,Female,22,94,13,Cash,16,44,Medium
109932,45,Male,17,96,8,Debit Card,87,35,Medium
109933,33,Female,108,67,18,Cash,87,33,Medium
109934,50,Female,103,10,19,Debit Card,87,3,Low
109935,36,Female,108,73,18,Debit Card,97,48,High
109936,38,Female,103,17,22,UPI,43,18,Low
109937,39,Female,73,67,19,UPI,113,3,Medium
109938,26,Female,42,91,22,UPI,64,29,High
109939,26,Female,76,53,4,UPI,38,37,Medium
109940,26,Female,65,35,13,UPI,63,5,Low
109941,44,Female,21,4,12,Cash,76,9,Low
109942,34,Male,37,68,15,Credit Card,10,12,Medium
109943,25,Female,60,96,15,Cash,36,16,Medium
109944,33,Female,92,11,10,Credit Card,32,27,Low
109945,35,Female,120,44,22,UPI,79,9,Medium
109946,50,Female,42,60,19,Debit Card,96,43,Medium
109947,18,Female,38,70,21,Debit Card,100,22,Medium
109948,29,Male,21,62,8,Credit Card,45,17,Medium
109949,23,Male,126,99,19,Credit Card,76,1,High
109950,58,Male,93,32,9,Cash,88,3,Low
109951,22,Male,17,46,7,Credit Card,92,5,Medium
109952,33,Female,16,23,8,Cash,31,22,Low
109953,35,Female,21,37,9,UPI,115,1,Low
109954,35,Female,135,90,17,Debit Card,57,47,High
109955,18,Male,35,98,15,Debit Card,15,49,Medium
109956,36,Male,38,75,16,Cash,115,4,High
109957,25,Male,47,58,7,Credit Card,91,22,Medium
109958,20,Male,57,85,10,Cash,26,24,Medium
109959,42,Female,96,43,19,Credit Card,9,32,Medium
109960,22,Female,132,88,6,Credit Card,116,46,Medium
109961,57,Male,19,15,12,Credit Card,38,2,Low
109962,36,Female,137,67,15,Cash,66,36,Medium
109963,35,Male,85,2,10,UPI,35,5,Low
109964,48,Male,103,71,24,Debit Card,51,7,High
109965,50,Male,130,5,18,Cash,41,36,Low
109966,35,Male,49,53,4,UPI,115,40,Medium
109967,56,Female,122,45,11,Debit Card,30,43,Medium
109968,33,Female,93,93,5,Cash,91,8,Medium
109969,33,Male,25,41,13,Cash,47,36,Medium
109970,55,Male,89,63,10,UPI,65,43,Medium
109971,58,Female,58,96,22,Cash,42,12,High
109972,24,Female,139,94,7,Debit Card,106,28,Medium
109973,31,Male,99,72,11,UPI,36,2,Medium
109974,42,Male,22,32,4,Cash,73,47,Low
109975,49,Male,93,2,4,Debit Card,66,14,Low
109976,55,Male,132,10,5,Cash,29,19,Low
109977,39,Male,136,43,9,UPI,37,21,Medium
109978,33,Female,88,43,1,Cash,68,30,Medium
109979,46,Female,42,67,16,Debit Card,75,49,Medium
109980,33,Male,134,23,5,Credit Card,20,48,Low
109981,29,Male,122,98,5,Cash,53,37,Medium
109982,34,Male,141,82,7,Cash,97,21,Medium
109983,54,Male,77,97,8,Debit Card,19,28,Medium
109984,44,Female,115,97,19,Debit Card,24,33,High
109985,42,Female,107,60,1,UPI,26,42,Medium
109986,30,Male,77,81,18,Credit Card,14,7,High
109987,25,Female,24,6,22,UPI,76,42,Low
109988,22,Male,94,13,11,Debit Card,59,16,Low
109989,29,Male,51,21,22,Debit Card,100,37,Low
109990,58,Female,25,95,16,Debit Card,32,25,High
109991,20,Male,129,58,21,Debit Card,13,38,Medium
109992,52,Female,104,85,11,UPI,35,44,Medium
109993,50,Male,33,97,21,Credit Card,91,38,High
109994,39,Male,66,28,9,Debit Card,87,42,Low
109995,26,Male,132,70,7,UPI,100,42,Medium
109996,58,Male,32,8,22,UPI,78,45,Low
109997,35,Female,108,77,15,UPI,88,30,Medium
109998,46,Male,46,98,11,UPI,103,17,Medium
109999,56,Female,72,58,23,UPI,61,16,Medium
110000,44,Female,35,40,19,Debit Card,35,4,Low
110001,53,Male,43,86,7,Debit Card,79,30,Medium
110002,34,Female,61,1,16,Credit Card,47,20,Low
110003,51,Male,72,77,3,Credit Card,108,35,Medium
110004,20,Female,33,65,16,Credit Card,78,5,Medium
110005,22,Female,37,10,8,Credit Card,13,45,Low
110006,31,Male,147,60,10,Cash,46,14,Medium
110007,20,Male,136,69,9,UPI,78,41,Medium
110008,40,Female,131,20,3,UPI,54,41,Low
110009,56,Male,77,62,7,UPI,41,40,Medium
110010,47,Male,66,13,8,Cash,105,28,Low
110011,40,Female,24,58,3,UPI,75,10,Medium
110012,44,Female,100,37,16,UPI,88,30,Low
110013,27,Male,25,10,22,UPI,88,32,Low
110014,42,Female,109,3,14,UPI,76,12,Low
110015,30,Male,86,34,7,UPI,21,45,Low
110016,33,Male,142,34,4,Credit Card,106,16,Low
110017,58,Female,62,30,6,Cash,93,26,Low
110018,51,Male,106,37,7,Debit Card,81,35,Low
110019,54,Female,30,68,12,Credit Card,113,41,Medium
110020,39,Male,109,34,7,Cash,81,16,Low
110021,34,Male,62,32,1,UPI,52,17,Low
110022,40,Male,91,85,18,Cash,6,48,High
110023,53,Female,107,58,11,UPI,105,23,Medium
110024,26,Female,118,24,11,UPI,46,42,Low
110025,19,Male,95,9,17,Cash,110,22,Low
110026,49,Female,51,41,12,Debit Card,67,21,Medium
110027,39,Female,116,24,23,UPI,15,34,Low
110028,30,Male,43,25,23,UPI,88,46,Low
110029,25,Female,72,36,19,Credit Card,60,5,Low
110030,18,Female,108,8,21,Cash,77,38,Low
110031,34,Female,100,93,18,Cash,49,31,High
110032,29,Male,124,89,21,Cash,49,33,High
110033,21,Male,55,59,24,Credit Card,33,47,Medium
110034,30,Female,58,35,13,Cash,38,3,Low
110035,48,Male,104,38,10,Cash,73,19,Low
110036,58,Female,123,92,19,UPI,99,18,High
110037,24,Male,73,83,4,Debit Card,94,28,Medium
110038,40,Female,124,32,24,Debit Card,105,15,Low
110039,41,Male,120,51,15,Credit Card,112,33,Medium
110040,22,Female,145,28,18,Cash,24,28,Low
110041,22,Male,21,56,1,Credit Card,76,46,Medium
110042,34,Female,96,99,19,Debit Card,74,49,High
110043,47,Male,30,8,2,Credit Card,22,8,Low
110044,26,Male,63,41,10,UPI,76,40,Medium
110045,23,Male,135,23,18,UPI,64,49,Low
110046,42,Female,46,54,4,UPI,59,30,Medium
110047,36,Female,103,23,22,Cash,56,1,Low
110048,33,Female,33,32,10,UPI,29,7,Low
110049,38,Male,17,10,21,Credit Card,70,14,Low
110050,19,Female,136,81,4,UPI,32,21,Medium
110051,27,Male,74,35,24,Cash,110,6,Low
110052,33,Male,43,99,21,UPI,93,17,High
110053,54,Male,89,63,18,UPI,24,14,Medium
110054,32,Female,84,67,20,Cash,74,7,Medium
110055,30,Male,97,36,23,Cash,41,15,Low
110056,30,Female,115,93,4,UPI,20,8,Medium
110057,49,Female,104,49,15,Debit Card,39,48,Medium
110058,25,Male,31,46,22,UPI,59,10,Medium
110059,35,Female,49,27,18,Credit Card,104,29,Low
110060,53,Male,127,31,9,Cash,69,41,Low
110061,43,Male,136,34,20,UPI,82,19,Low
110062,27,Female,62,76,17,Debit Card,18,2,High
110063,48,Male,31,59,3,UPI,28,8,Medium
110064,50,Male,115,54,13,Credit Card,87,30,Medium
110065,46,Male,29,89,7,Cash,42,43,Medium
110066,22,Female,142,66,14,Credit Card,112,36,Medium
110067,30,Female,126,30,6,Debit Card,86,18,Low
110068,18,Female,28,73,14,Credit Card,13,2,Medium
110069,40,Male,111,23,14,Credit Card,81,5,Low
110070,57,Male,133,9,14,Cash,63,46,Low
110071,20,Female,25,84,20,Credit Card,55,13,High
110072,20,Female,62,55,18,Debit Card,113,40,Medium
110073,24,Female,81,1,9,Debit Card,55,11,Low
110074,53,Female,39,56,12,Cash,23,8,Medium
110075,52,Female,100,39,14,Debit Card,66,47,Low
110076,32,Male,124,87,24,Debit Card,14,38,High
110077,57,Female,104,18,23,Debit Card,42,17,Low
110078,20,Male,23,42,16,Debit Card,7,11,Medium
110079,46,Male,54,96,2,Debit Card,52,26,Medium
110080,47,Male,21,73,16,Debit Card,45,39,High
110081,56,Male,132,75,18,Debit Card,21,34,High
110082,35,Female,72,65,24,UPI,91,3,Medium
110083,28,Male,69,75,9,Debit Card,95,25,Medium
110084,55,Female,28,33,8,Cash,77,24,Low
110085,57,Male,132,30,1,UPI,73,23,Low
110086,18,Female,91,5,5,Debit Card,87,30,Low
110087,46,Female,138,50,7,Debit Card,97,46,Medium
110088,27,Male,148,65,10,Cash,19,41,Medium
110089,45,Female,40,10,22,Debit Card,110,40,Low
110090,48,Male,142,60,11,UPI,104,27,Medium
110091,36,Female,132,77,12,UPI,60,44,Medium
110092,20,Male,38,27,1,Cash,80,44,Low
110093,53,Male,99,72,6,Debit Card,82,10,Medium
110094,32,Female,77,28,4,Cash,19,9,Low
110095,50,Female,40,45,3,Debit Card,119,2,Medium
110096,58,Male,24,52,4,UPI,99,21,Medium
110097,43,Male,120,66,24,Debit Card,9,11,Medium
110098,33,Female,131,62,6,Debit Card,48,10,Medium
110099,53,Male,72,76,5,UPI,7,25,Medium
110100,50,Male,28,91,9,UPI,51,40,Medium
110101,37,Male,87,77,4,UPI,34,5,Medium
110102,30,Female,53,60,14,Debit Card,115,22,Medium
110103,50,Male,136,86,15,Cash,16,5,Medium
110104,22,Male,86,40,4,UPI,19,9,Low
110105,54,Female,126,15,22,Debit Card,42,11,Low
110106,31,Male,65,95,14,Cash,32,44,Medium
110107,44,Male,103,7,10,Credit Card,53,5,Low
110108,40,Male,52,39,7,Credit Card,91,6,Low
110109,31,Male,119,51,18,Debit Card,51,33,Medium
110110,57,Female,93,99,20,Debit Card,83,16,High
110111,21,Male,103,7,15,UPI,79,46,Low
110112,56,Male,85,12,8,Debit Card,98,24,Low
110113,36,Male,104,14,9,Cash,16,14,Low
110114,21,Male,86,34,5,Debit Card,58,24,Low
110115,47,Male,30,39,6,Cash,87,45,Low
110116,36,Female,125,73,12,Cash,36,12,Medium
110117,48,Female,81,64,7,UPI,5,23,Medium
110118,48,Male,79,97,7,Cash,20,39,Medium
110119,26,Male,27,12,15,Debit Card,15,6,Low
110120,30,Female,132,34,19,Cash,99,41,Low
110121,31,Female,75,27,13,Credit Card,101,21,Low
110122,27,Female,46,22,18,Cash,59,48,Low
110123,48,Male,109,18,10,Debit Card,40,9,Low
110124,54,Male,55,46,8,UPI,34,46,Medium
110125,40,Male,39,44,11,Debit Card,106,41,Medium
110126,44,Male,147,18,8,Debit Card,72,36,Low
110127,23,Male,59,37,8,Debit Card,60,41,Low
110128,43,Male,144,7,15,Credit Card,64,40,Low
110129,19,Female,17,68,2,UPI,93,46,Medium
110130,30,Female,118,80,20,Credit Card,102,5,High
110131,36,Male,47,86,22,Cash,21,48,High
110132,18,Male,46,60,24,Cash,37,42,Medium
110133,57,Male,125,48,13,Credit Card,34,31,Medium
110134,49,Female,31,51,18,UPI,17,35,Medium
110135,39,Female,134,84,12,Cash,16,41,Medium
110136,46,Female,96,95,8,UPI,36,3,Medium
110137,19,Female,17,52,17,Credit Card,91,19,Medium
110138,57,Male,84,97,6,Cash,97,19,Medium
110139,55,Female,132,77,16,Credit Card,38,1,High
110140,28,Female,45,52,24,Cash,87,22,Medium
110141,34,Male,30,84,24,Debit Card,16,19,High
110142,25,Male,31,54,23,UPI,8,26,Medium
110143,39,Male,110,41,23,Credit Card,93,15,Medium
110144,21,Female,143,42,14,Debit Card,30,19,Medium
110145,28,Male,126,22,10,Credit Card,86,25,Low
110146,25,Female,116,39,2,Credit Card,68,39,Low
110147,26,Female,86,23,13,UPI,34,31,Low
110148,43,Female,80,48,1,Credit Card,38,30,Medium
110149,19,Female,125,33,18,UPI,37,33,Low
110150,33,Male,51,41,14,Credit Card,35,16,Medium
110151,48,Male,105,30,3,Cash,60,40,Low
110152,23,Female,98,78,15,Debit Card,66,12,Medium
110153,38,Male,125,47,9,Cash,35,28,Medium
110154,43,Female,76,57,13,UPI,81,30,Medium
110155,36,Female,35,72,23,UPI,28,6,High
110156,45,Male,120,57,5,Debit Card,73,42,Medium
110157,25,Male,51,62,5,UPI,55,14,Medium
110158,31,Female,49,86,22,Cash,69,5,High
110159,41,Male,128,57,2,Debit Card,102,36,Medium
110160,54,Female,108,68,1,UPI,114,23,Medium
110161,43,Male,18,99,17,UPI,13,32,High
110162,48,Female,121,72,19,UPI,12,31,High
110163,49,Female,93,98,17,UPI,111,14,High
110164,58,Male,37,86,9,Credit Card,40,32,Medium
110165,19,Male,119,25,10,Credit Card,97,49,Low
110166,42,Female,29,89,15,Credit Card,103,27,Medium
110167,19,Male,142,40,13,UPI,73,1,Low
110168,59,Male,96,17,21,Credit Card,60,49,Low
110169,18,Female,135,80,21,UPI,50,9,High
110170,53,Female,102,48,17,Cash,14,16,Medium
110171,29,Male,93,39,23,UPI,106,35,Low
110172,26,Male,33,15,7,Debit Card,78,10,Low
110173,53,Female,83,17,4,Debit Card,15,49,Low
110174,58,Female,146,35,3,Debit Card,12,16,Low
110175,45,Female,24,33,1,UPI,72,30,Low
110176,55,Female,149,18,7,Debit Card,22,33,Low
110177,50,Female,58,30,5,Debit Card,88,15,Low
110178,59,Female,16,87,17,UPI,114,39,High
110179,39,Female,108,37,17,UPI,7,8,Low
110180,42,Female,130,7,15,Credit Card,112,4,Low
110181,35,Male,83,74,3,UPI,19,44,Medium
110182,23,Male,122,80,3,Credit Card,64,2,Medium
110183,35,Male,84,28,2,UPI,76,7,Low
110184,33,Female,88,87,8,Cash,114,38,Medium
110185,32,Male,94,98,13,Debit Card,59,34,Medium
110186,25,Female,112,18,24,Cash,74,25,Low
110187,30,Male,114,47,6,UPI,114,7,Medium
110188,24,Female,72,23,5,Cash,104,25,Low
110189,34,Female,147,20,13,Credit Card,88,2,Low
110190,49,Male,46,31,22,UPI,36,26,Low
110191,39,Female,135,14,1,UPI,10,36,Low
110192,30,Male,17,23,18,Cash,20,48,Low
110193,40,Male,143,2,7,Debit Card,117,38,Low
110194,46,Male,62,29,17,UPI,70,42,Low
110195,39,Male,147,50,8,Debit Card,86,46,Medium
110196,18,Male,91,73,19,Cash,113,3,High
110197,46,Male,25,59,16,Cash,94,46,Medium
110198,22,Male,36,33,14,Cash,88,29,Low
110199,52,Male,26,48,20,Credit Card,20,11,Medium
110200,27,Male,67,44,23,UPI,89,43,Medium
110201,36,Female,69,12,10,Cash,113,21,Low
110202,54,Female,67,83,23,Cash,18,43,High
110203,24,Male,35,42,2,Credit Card,66,4,Medium
110204,52,Female,33,84,21,UPI,22,5,High
110205,30,Female,102,95,24,Debit Card,12,6,High
110206,27,Male,108,35,16,UPI,9,22,Low
110207,19,Male,80,41,13,Cash,92,46,Medium
110208,23,Female,73,85,5,Debit Card,45,39,Medium
110209,25,Male,73,55,18,Credit Card,115,6,Medium
110210,53,Male,17,13,20,Credit Card,97,14,Low
110211,42,Male,130,39,11,Cash,63,22,Low
110212,57,Female,72,91,5,Debit Card,13,16,Medium
110213,24,Male,76,89,22,UPI,46,32,High
110214,40,Female,140,66,22,Cash,22,36,Medium
110215,36,Male,51,35,13,Debit Card,50,7,Low
110216,39,Male,127,72,1,Debit Card,86,23,Medium
110217,30,Female,109,33,6,Debit Card,52,14,Low
110218,38,Male,92,89,11,Debit Card,32,47,Medium
110219,18,Female,119,85,10,Credit Card,41,6,Medium
110220,36,Female,19,36,1,Debit Card,78,42,Low
110221,50,Male,109,13,16,Debit Card,24,25,Low
110222,21,Male,143,56,13,Cash,42,3,Medium
110223,59,Female,77,46,21,Credit Card,45,13,Medium
110224,20,Female,34,73,16,Credit Card,91,3,High
110225,44,Male,57,99,15,Credit Card,116,31,Medium
110226,58,Male,99,46,7,UPI,66,3,Medium
110227,52,Male,108,44,14,UPI,111,17,Medium
110228,45,Male,56,46,24,Credit Card,24,39,Medium
110229,23,Male,122,74,11,Cash,27,2,Medium
110230,23,Female,108,69,13,Debit Card,54,5,Medium
110231,40,Female,88,31,5,Debit Card,9,9,Low
110232,50,Female,123,24,18,Credit Card,64,29,Low
110233,33,Female,129,32,3,Credit Card,95,35,Low
110234,41,Male,139,67,12,UPI,77,40,Medium
110235,22,Female,20,16,7,Credit Card,47,36,Low
110236,58,Male,137,57,20,UPI,109,35,Medium
110237,59,Male,56,84,15,Credit Card,40,30,Medium
110238,30,Male,72,24,1,Debit Card,108,15,Low
110239,29,Male,24,34,19,Credit Card,105,29,Low
110240,22,Male,103,52,10,Debit Card,7,25,Medium
110241,54,Female,92,48,14,Credit Card,65,11,Medium
110242,48,Male,125,87,15,UPI,58,37,Medium
110243,45,Male,53,53,2,Credit Card,40,48,Medium
110244,45,Male,25,55,17,Cash,116,4,Medium
110245,47,Female,124,38,10,Debit Card,49,43,Low
110246,35,Male,30,2,5,Debit Card,103,12,Low
110247,44,Male,47,69,6,Debit Card,104,32,Medium
110248,52,Male,73,82,6,Credit Card,33,5,Medium
110249,43,Female,65,53,6,Cash,101,42,Medium
110250,56,Male,29,50,14,Cash,30,42,Medium
110251,35,Female,57,29,13,UPI,12,37,Low
110252,50,Female,41,74,13,UPI,77,37,Medium
110253,42,Male,70,55,10,UPI,26,25,Medium
110254,48,Female,135,61,16,Cash,73,4,Medium
110255,54,Female,127,50,7,Debit Card,48,24,Medium
110256,19,Male,74,16,3,Debit Card,45,36,Low
110257,50,Male,129,87,15,UPI,40,2,Medium
110258,56,Male,123,94,23,UPI,100,35,High
110259,49,Male,126,70,5,Credit Card,34,36,Medium
110260,35,Female,114,44,8,Credit Card,53,8,Medium
110261,34,Female,22,84,22,Cash,112,9,High
110262,51,Male,149,16,5,Credit Card,113,28,Low
110263,56,Male,95,28,2,UPI,111,40,Low
110264,24,Male,144,57,19,UPI,21,44,Medium
110265,59,Female,135,26,11,UPI,34,10,Low
110266,52,Male,18,86,11,Debit Card,115,5,Medium
110267,47,Female,40,11,3,UPI,77,37,Low
110268,29,Female,92,1,13,Credit Card,8,47,Low
110269,52,Female,86,69,20,Cash,80,31,Medium
110270,28,Female,147,43,19,Credit Card,39,29,Medium
110271,21,Male,142,46,23,Debit Card,88,3,Medium
110272,42,Male,19,36,15,Credit Card,21,26,Low
110273,49,Male,105,66,6,Credit Card,90,31,Medium
110274,37,Female,83,57,13,Debit Card,11,2,Medium
110275,48,Female,17,6,24,Credit Card,107,15,Low
110276,21,Male,108,62,18,Debit Card,66,13,Medium
110277,55,Female,15,27,18,Credit Card,62,28,Low
110278,18,Female,27,26,1,Debit Card,48,44,Low
110279,20,Female,126,99,21,Cash,62,14,High
110280,54,Male,22,13,23,Cash,57,12,Low
110281,39,Male,127,76,21,Debit Card,110,15,High
110282,34,Male,93,18,11,UPI,76,21,Low
110283,31,Female,136,38,16,Debit Card,13,29,Low
110284,58,Male,88,6,1,Credit Card,114,45,Low
110285,52,Male,141,92,19,UPI,10,35,High
110286,30,Male,127,28,8,UPI,23,47,Low
110287,52,Female,66,89,19,UPI,90,20,High
110288,19,Female,135,5,23,Debit Card,115,18,Low
110289,30,Female,47,59,16,Debit Card,24,38,Medium
110290,33,Female,87,79,3,UPI,68,15,Medium
110291,35,Female,110,73,2,Debit Card,88,12,Medium
110292,24,Male,51,45,12,Cash,95,34,Medium
110293,53,Male,83,53,10,Credit Card,31,5,Medium
110294,58,Female,146,2,22,Credit Card,11,17,Low
110295,47,Female,74,49,2,Credit Card,28,13,Medium
110296,59,Male,88,73,21,Debit Card,12,13,High
110297,58,Female,45,90,5,Credit Card,71,36,Medium
110298,24,Female,28,87,5,Cash,15,16,Medium
110299,32,Female,74,63,6,Credit Card,104,40,Medium
110300,57,Female,82,92,3,Cash,70,3,Medium
110301,36,Female,142,70,10,Debit Card,5,2,Medium
110302,54,Male,40,58,5,Debit Card,11,25,Medium
110303,19,Male,49,4,24,Credit Card,28,3,Low
110304,59,Female,120,30,20,UPI,16,11,Low
110305,30,Female,38,57,5,Cash,67,11,Medium
110306,57,Male,97,47,15,UPI,76,10,Medium
110307,58,Female,50,18,17,Cash,17,28,Low
110308,48,Male,115,94,17,Debit Card,74,11,High
110309,33,Female,48,91,24,Debit Card,107,49,High
110310,59,Male,135,95,18,Cash,92,7,High
110311,23,Male,53,44,10,Cash,28,29,Medium
110312,45,Female,37,52,23,Debit Card,42,1,Medium
110313,49,Female,94,49,7,Cash,112,15,Medium
110314,27,Male,84,30,11,Cash,75,7,Low
110315,35,Female,73,52,14,UPI,14,4,Medium
110316,21,Male,36,37,9,Credit Card,34,3,Low
110317,26,Female,123,63,17,UPI,107,20,Medium
110318,24,Female,125,12,2,Debit Card,92,3,Low
110319,25,Female,102,17,17,UPI,31,29,Low
110320,24,Male,54,34,17,Debit Card,34,20,Low
110321,58,Male,99,28,20,Cash,83,10,Low
110322,57,Female,108,4,24,Credit Card,6,35,Low
110323,20,Male,25,98,10,Debit Card,12,26,Medium
110324,34,Female,131,46,24,Credit Card,21,30,Medium
110325,19,Male,23,14,12,Credit Card,52,26,Low
110326,32,Female,26,13,12,UPI,68,37,Low
110327,46,Male,52,58,15,Debit Card,65,20,Medium
110328,39,Male,145,49,9,UPI,17,42,Medium
110329,21,Male,140,50,18,Cash,86,9,Medium
110330,23,Male,147,67,16,Cash,25,11,Medium
110331,55,Male,68,21,7,Debit Card,104,33,Low
110332,43,Male,38,80,14,Debit Card,80,30,Medium
110333,28,Female,135,51,4,Cash,111,30,Medium
110334,43,Female,133,38,3,Debit Card,6,45,Low
110335,34,Male,88,26,12,UPI,88,23,Low
110336,41,Female,135,6,16,UPI,27,36,Low
110337,45,Male,142,18,4,Debit Card,89,24,Low
110338,52,Female,58,6,4,UPI,99,31,Low
110339,48,Female,104,41,3,Debit Card,20,23,Medium
110340,30,Female,26,57,9,UPI,17,42,Medium
110341,52,Female,17,50,24,UPI,8,36,Medium
110342,33,Male,64,25,14,Credit Card,6,40,Low
110343,32,Female,122,48,12,UPI,118,49,Medium
110344,35,Female,30,24,10,Debit Card,69,34,Low
110345,54,Female,41,30,14,UPI,30,21,Low
110346,58,Male,137,87,12,UPI,34,26,Medium
110347,44,Female,84,45,12,Cash,42,7,Medium
110348,52,Male,56,43,2,Debit Card,24,25,Medium
110349,52,Male,139,72,19,UPI,29,3,High
110350,45,Female,72,56,13,Credit Card,56,43,Medium
110351,56,Male,120,73,10,Cash,87,18,Medium
110352,55,Female,80,70,23,Credit Card,95,6,Medium
110353,26,Female,98,33,21,Credit Card,14,46,Low
110354,29,Female,23,97,1,Cash,45,13,Medium
110355,32,Female,119,45,1,Credit Card,85,2,Medium
110356,38,Female,103,7,8,Debit Card,65,48,Low
110357,52,Female,103,18,6,Debit Card,115,40,Low
110358,59,Female,102,70,20,Credit Card,6,47,Medium
110359,50,Male,20,45,3,Debit Card,85,13,Medium
110360,36,Male,137,37,13,UPI,11,1,Low
110361,40,Female,88,21,12,UPI,64,2,Low
110362,30,Female,117,90,20,UPI,65,4,High
110363,18,Male,47,79,16,Credit Card,84,13,High
110364,46,Female,101,44,11,Credit Card,117,30,Medium
110365,41,Male,83,30,24,Debit Card,31,44,Low
110366,33,Male,138,11,4,Debit Card,5,12,Low
110367,42,Female,40,8,8,Debit Card,90,33,Low
110368,40,Female,20,5,7,Credit Card,90,38,Low
110369,45,Male,53,8,16,Debit Card,31,43,Low
110370,33,Male,18,5,12,UPI,84,48,Low
110371,55,Female,142,10,6,UPI,64,34,Low
110372,28,Female,72,15,23,Cash,57,3,Low
110373,20,Male,62,56,6,Cash,40,43,Medium
110374,32,Male,74,55,11,Cash,84,9,Medium
110375,18,Male,40,3,12,UPI,28,7,Low
110376,24,Female,91,41,16,Credit Card,39,4,Medium
110377,18,Female,100,10,22,Debit Card,37,28,Low
110378,49,Female,137,7,16,Debit Card,21,42,Low
110379,26,Male,70,63,23,Credit Card,73,32,Medium
110380,46,Male,53,63,16,Cash,39,1,Medium
110381,43,Female,95,88,4,Credit Card,87,13,Medium
